NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCRTAR;PCR;TAR;PERC_PCRTAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2020-12-03;2020-12-09;No;181.761;0.942541;192.8417;90.8022;7030;2311.8407;89814;89171;3.9703;831;131;180;3204;3826;3114;3628;82668;87142;0;0
CATALUNYA;GLOBAL;2020-12-02;2020-12-08;No;175.037;0.944689;185.2856;82.6132;6396;2332.9590;91644;88976;3.6859;816;124;189;3011;3385;3044;3269;84278;86995;0;0
CATALUNYA;GLOBAL;2020-12-02;2020-12-08;--;;;0.0000;0.0000;170;0.0000;3596;203;3.4014;51;7;3;121;49;108;17;3478;197;0;0
CATALUNYA;GLOBAL;2020-12-02;2020-12-08;Si;;;1357.3375;579.2821;408;13063.6642;7914;1287;5.1352;101;2;110;327;81;322;73;6707;985;0;0
CATALUNYA;GLOBAL;2020-12-01;2020-12-07;No;194.023;0.980066;197.9695;94.5867;7323;2746.7486;108041;104615;3.6162;853;137;203;3472;3851;3554;3738;99307;102341;0;0
CATALUNYA;GLOBAL;2020-12-01;2020-12-07;--;;;0.0000;0.0000;206;0.0000;4161;237;3.5108;48;6;1;147;59;130;19;4013;231;0;0
CATALUNYA;GLOBAL;2020-12-01;2020-12-07;Si;;;1540.4929;647.4329;456;15319.7410;9437;1353;5.0900;103;2;114;361;95;371;90;7973;1084;0;0
CATALUNYA;GLOBAL;2020-11-30;2020-12-06;--;;;0.0000;0.0000;207;0.0000;4093;242;3.4953;51;6;1;142;65;122;24;3940;237;0;0
CATALUNYA;GLOBAL;2020-11-30;2020-12-06;Si;;;1442.5261;563.6642;397;15231.7128;9422;1306;4.7149;99;3;123;310;87;339;86;7954;1060;0;0
CATALUNYA;GLOBAL;2020-11-30;2020-12-06;No;198.277;0.985034;201.2890;96.3175;7457;2776.2496;110536;104404;3.6201;868;139;207;3521;3936;3542;3833;101604;102120;0;0
CATALUNYA;GLOBAL;2020-11-29;2020-12-05;No;201.156;0.995313;202.1028;96.8987;7502;2773.5889;111177;103557;3.6250;874;144;225;3543;3959;3539;3838;102205;101301;0;0
CATALUNYA;GLOBAL;2020-11-29;2020-12-05;--;;;0.0000;0.0000;207;0.0000;4157;243;3.4442;48;7;1;140;67;121;25;4001;238;0;0
CATALUNYA;GLOBAL;2020-11-29;2020-12-05;Si;;;1442.5261;611.9377;431;15106.7696;9394;1246;4.9456;102;3;118;327;104;342;99;7915;1002;0;0
CATALUNYA;GLOBAL;2020-11-28;2020-12-04;--;;;0.0000;0.0000;227;0.0000;4063;237;3.8573;49;7;2;154;73;134;26;3916;232;0;0
CATALUNYA;GLOBAL;2020-11-28;2020-12-04;Si;;;1475.1817;650.2726;458;15223.1940;9404;1318;5.4009;110;3;131;351;107;375;106;7828;1078;0;0
CATALUNYA;GLOBAL;2020-11-28;2020-12-04;No;205.037;1.00801;203.4073;98.1904;7602;2741.0525;112950;99265;3.7143;845;140;233;3597;4005;3603;3864;103927;97109;0;0
CATALUNYA;GLOBAL;2020-11-27;2020-12-03;--;;;0.0000;0.0000;224;0.0000;3980;226;3.7903;47;8;3;150;74;128;26;3842;221;0;0
CATALUNYA;GLOBAL;2020-11-27;2020-12-03;Si;;;1585.9268;715.5838;504;15237.3920;9559;1173;6.0118;112;3;128;395;109;424;106;7835;981;0;0
CATALUNYA;GLOBAL;2020-11-27;2020-12-03;No;211.529;1.02112;207.1531;101.1482;7831;2645.1870;114583;90210;3.9456;826;132;234;3791;4040;3780;3864;105501;88236;0;0
CATALUNYA;GLOBAL;2020-11-26;2020-12-02;No;213.866;1.01513;210.6793;102.0395;7900;2518.5934;116927;78065;4.1862;823;141;225;3830;4070;3874;3827;107697;76265;0;0
CATALUNYA;GLOBAL;2020-11-26;2020-12-02;--;;;0.0000;0.0000;246;0.0000;3780;217;4.5549;46;7;3;173;73;151;25;3652;212;0;0
CATALUNYA;GLOBAL;2020-11-26;2020-12-02;Si;;;1675.3748;776.6356;547;14452.2376;9058;1121;6.4806;110;4;127;410;137;432;109;7432;916;0;0
CATALUNYA;GLOBAL;2020-11-25;2020-12-01;--;;;0.0000;0.0000;255;0.0000;3658;201;4.5601;43;6;3;174;81;148;22;3531;197;0;0
CATALUNYA;GLOBAL;2020-11-25;2020-12-01;Si;;;1747.7850;778.0554;548;13618.8096;8595;997;7.9495;109;4;142;403;145;504;119;7001;836;0;0
CATALUNYA;GLOBAL;2020-11-25;2020-12-01;No;217.003;0.997778;217.4862;102.6724;7949;2417.1093;117115;70020;4.3243;845;149;225;3883;4066;3880;3760;108310;68365;0;0
CATALUNYA;GLOBAL;2020-11-24;2020-11-30;No;221.197;0.972091;227.5481;103.3828;8004;2361.9563;119370;63495;4.4748;880;163;208;3960;4044;3952;3763;110509;61902;0;0
CATALUNYA;GLOBAL;2020-11-24;2020-11-30;--;;;0.0000;0.0000;250;0.0000;3586;201;4.6150;43;9;3;171;79;146;23;3466;196;0;0
CATALUNYA;GLOBAL;2020-11-24;2020-11-30;Si;;;1845.7519;893.0599;629;13826.1017;8699;1039;7.8804;106;5;131;490;139;508;114;7021;872;0;0
CATALUNYA;GLOBAL;2020-11-23;2020-11-29;--;;;0.0000;0.0000;258;0.0000;3600;221;4.7233;46;7;2;177;81;154;21;3492;213;0;0
CATALUNYA;GLOBAL;2020-11-23;2020-11-29;Si;;;1879.8273;878.8618;619;13989.3798;8739;1114;7.4200;102;4;126;483;136;482;107;7009;929;0;0
CATALUNYA;GLOBAL;2020-11-23;2020-11-29;No;228.419;0.948836;240.7357;104.9715;8127;2356.0148;120955;61450;4.6047;912;167;214;4095;4032;4149;3767;112049;59864;0;0
CATALUNYA;GLOBAL;2020-11-22;2020-11-28;No;223.52;0.919604;243.0606;105.2040;8145;2347.3479;120568;61166;4.6289;932;170;210;4129;4016;4169;3760;111731;59564;0;0
CATALUNYA;GLOBAL;2020-11-22;2020-11-28;--;;;0.0000;0.0000;264;0.0000;3595;231;4.8491;52;8;3;181;83;158;22;3489;223;0;0
CATALUNYA;GLOBAL;2020-11-22;2020-11-28;Si;;;1845.7519;830.5883;585;14039.0731;8727;1161;7.2263;99;4;123;462;123;477;98;7001;956;0;0
CATALUNYA;GLOBAL;2020-11-21;2020-11-27;No;215.729;0.871028;247.6718;105.2169;8146;2289.0691;118034;59188;4.7390;953;185;223;4153;3993;4178;3726;109192;57595;0;0
CATALUNYA;GLOBAL;2020-11-21;2020-11-27;--;;;0.0000;0.0000;266;0.0000;3631;229;4.9947;51;11;2;183;83;163;24;3523;221;0;0
CATALUNYA;GLOBAL;2020-11-21;2020-11-27;Si;;;1874.1481;824.9091;581;13895.6724;8688;1099;6.9938;94;5;110;453;128;457;96;7020;887;0;0
CATALUNYA;GLOBAL;2020-11-20;2020-11-26;--;;;0.0000;0.0000;287;0.0000;3662;237;5.4849;57;12;2;197;90;180;27;3546;228;0;0
CATALUNYA;GLOBAL;2020-11-20;2020-11-26;Si;;;1950.8178;870.3430;613;14004.9977;8767;1097;7.0751;95;4;108;486;127;476;91;7118;896;0;0
CATALUNYA;GLOBAL;2020-11-20;2020-11-26;No;211.907;0.819441;258.5991;106.0048;8207;2246.8712;117904;56051;4.9495;999;187;235;4202;4005;4277;3812;108975;54454;0;0
CATALUNYA;GLOBAL;2020-11-19;2020-11-25;No;216.766;0.795065;272.6392;108.6397;8411;2198.8352;116408;53828;5.3013;1022;183;235;4398;4013;4522;3940;107413;52208;0;0
CATALUNYA;GLOBAL;2020-11-19;2020-11-25;--;;;0.0000;0.0000;271;0.0000;3704;237;4.9043;64;12;2;173;98;158;29;3583;230;0;0
CATALUNYA;GLOBAL;2020-11-19;2020-11-25;Si;;;2011.8696;898.7392;633;15068.4348;9501;1112;7.2428;103;4;110;518;115;524;92;7594;911;0;0
CATALUNYA;GLOBAL;2020-11-18;2020-11-24;--;;;0.0000;0.0000;270;0.0000;3776;240;4.9974;66;12;2;177;93;166;28;3650;232;0;0
CATALUNYA;GLOBAL;2020-11-18;2020-11-24;Si;;;2089.9591;969.7296;683;16032.4852;10172;1120;6.3513;99;4;106;558;125;477;99;8146;923;0;0
CATALUNYA;GLOBAL;2020-11-18;2020-11-24;No;228.568;0.78961;289.4693;114.8138;8889;2140.0139;115377;50305;5.8384;1049;178;240;4767;4122;4943;4092;106035;48716;0;0
CATALUNYA;GLOBAL;2020-11-17;2020-11-23;No;245.493;0.790842;310.4196;124.1652;9613;2142.7393;117893;48000;6.3606;1076;174;262;5252;4361;5514;4332;108310;46487;0;0
CATALUNYA;GLOBAL;2020-11-17;2020-11-23;--;;;0.0000;0.0000;279;0.0000;3817;233;5.2578;66;9;3;184;95;178;28;3692;226;0;0
CATALUNYA;GLOBAL;2020-11-17;2020-11-23;Si;;;2195.0249;952.6919;671;15999.8296;10138;1131;7.1129;98;4;125;546;125;540;104;8133;921;0;0
CATALUNYA;GLOBAL;2020-11-16;2020-11-22;No;267.884;0.793961;337.4020;135.7642;10511;2174.5524;120650;47706;6.7739;1111;179;277;5721;4790;5911;4728;110885;46173;0;0
CATALUNYA;GLOBAL;2020-11-16;2020-11-22;--;;;0.0000;0.0000;299;0.0000;3918;233;5.5431;66;10;3;204;95;192;31;3794;229;0;0
CATALUNYA;GLOBAL;2020-11-16;2020-11-22;Si;;;2281.6333;1000.9654;705;16042.4238;10311;988;7.5380;127;6;130;571;134;575;109;8273;801;0;0
CATALUNYA;GLOBAL;2020-11-15;2020-11-21;--;;;0.0000;0.0000;301;0.0000;3886;228;5.5946;66;8;2;207;94;194;29;3762;224;0;0
CATALUNYA;GLOBAL;2020-11-15;2020-11-21;Si;;;2305.7701;1015.1635;715;16011.1880;10358;919;7.6864;132;6;136;580;135;586;112;8329;752;0;0
CATALUNYA;GLOBAL;2020-11-15;2020-11-21;No;274.024;0.797774;343.4856;137.8566;10673;2190.8528;121569;48049;6.8378;1128;191;281;5761;4912;5970;4852;111735;46532;0;0
CATALUNYA;GLOBAL;2020-11-14;2020-11-20;No;285.746;0.804814;355.0458;142.4549;11029;2221.1676;123280;48685;6.9843;1175;193;279;5970;5059;6213;4999;113380;47152;0;0
CATALUNYA;GLOBAL;2020-11-14;2020-11-20;--;;;0.0000;0.0000;302;0.0000;3814;235;5.4689;64;7;3;211;91;189;25;3683;230;0;0
CATALUNYA;GLOBAL;2020-11-14;2020-11-20;Si;;;2447.7510;1049.2389;739;16395.9563;10616;932;7.6766;133;6;144;610;129;611;105;8565;762;0;0
CATALUNYA;GLOBAL;2020-11-13;2020-11-19;--;;;0.0000;0.0000;324;0.0000;3725;255;5.6682;70;9;3;214;110;185;33;3598;248;0;0
CATALUNYA;GLOBAL;2020-11-13;2020-11-19;Si;;;2449.1708;1080.4747;761;16695.5361;10747;1012;7.7223;142;7;155;599;162;602;130;8641;838;0;0
CATALUNYA;GLOBAL;2020-11-13;2020-11-19;No;305.588;0.798694;382.6094;152.5942;11814;2297.0644;127670;50171;7.2107;1252;210;275;6463;5351;6670;5319;117700;48567;0;0
CATALUNYA;GLOBAL;2020-11-12;2020-11-18;No;324.739;0.788484;411.8521;163.9994;12697;2343.4213;129863;51567;7.5452;1313;229;293;6992;5705;7128;5695;120040;49908;0;0
CATALUNYA;GLOBAL;2020-11-12;2020-11-18;--;;;0.0000;0.0000;335;0.0000;3556;269;6.1213;64;7;3;227;108;191;35;3434;258;0;0
CATALUNYA;GLOBAL;2020-11-12;2020-11-18;Si;;;2521.5810;1113.1303;784;16542.1967;10577;1074;8.0396;148;8;157;625;159;626;138;8609;894;0;0
CATALUNYA;GLOBAL;2020-11-11;2020-11-17;Si;;;2575.5338;1120.2294;789;16743.8096;10685;1108;8.0756;161;7;159;646;143;656;122;8740;894;0;0
CATALUNYA;GLOBAL;2020-11-11;2020-11-17;No;342.386;0.778041;440.0615;174.6554;13522;2428.0753;134634;53350;7.7489;1402;247;295;7432;6090;7615;6067;124968;51599;0;0
CATALUNYA;GLOBAL;2020-11-11;2020-11-17;--;;;0.0000;0.0000;369;0.0000;3554;278;6.8667;67;11;3;253;116;214;40;3433;266;0;0
CATALUNYA;GLOBAL;2020-11-10;2020-11-16;--;;;0.0000;0.0000;416;0.0000;3583;297;7.4599;76;14;2;283;133;234;45;3456;284;0;0
CATALUNYA;GLOBAL;2020-11-10;2020-11-16;Si;;;2706.1562;1242.3330;875;17685.1431;11368;1088;8.5363;166;7;157;713;162;736;133;9307;873;0;0
CATALUNYA;GLOBAL;2020-11-10;2020-11-16;No;365.253;0.77185;473.2179;186.2543;14420;2499.7613;137780;55754;8.0725;1490;275;299;8034;6386;8269;6432;128297;53816;0;0
CATALUNYA;GLOBAL;2020-11-09;2020-11-15;No;395.348;0.770814;512.8970;201.6378;15611;2560.4425;141207;57025;8.4352;1525;289;300;8701;6910;8831;6926;131740;55061;0;0
CATALUNYA;GLOBAL;2020-11-09;2020-11-15;--;;;0.0000;0.0000;434;0.0000;3436;301;7.9900;81;16;2;279;155;234;53;3304;288;0;0
CATALUNYA;GLOBAL;2020-11-09;2020-11-15;Si;;;2846.7174;1280.6678;902;18417.7646;11769;1203;8.1809;149;6;162;722;180;715;148;9578;971;0;0
CATALUNYA;GLOBAL;2020-11-08;2020-11-14;--;;;0.0000;0.0000;432;0.0000;3410;306;8.0347;82;18;2;276;156;232;55;3279;293;0;0
CATALUNYA;GLOBAL;2020-11-08;2020-11-14;Si;;;2917.7078;1290.6065;909;18558.3257;11852;1219;8.2049;150;6;171;724;185;724;149;9656;984;0;0
CATALUNYA;GLOBAL;2020-11-08;2020-11-14;No;405.951;0.772784;525.3097;205.6289;15920;2575.0639;142138;57226;8.5706;1574;288;307;8875;7045;9064;7044;132705;55239;0;0
CATALUNYA;GLOBAL;2020-11-07;2020-11-13;No;421.645;0.777593;542.2431;212.5909;16459;2627.4399;145762;57657;8.6856;1617;312;313;9244;7215;9486;7182;136253;55651;0;0
CATALUNYA;GLOBAL;2020-11-07;2020-11-13;--;;;0.0000;0.0000;440;0.0000;3519;305;8.2315;97;19;1;282;158;243;60;3388;293;0;0
CATALUNYA;GLOBAL;2020-11-07;2020-11-13;Si;;;2974.5002;1398.5120;985;18622.2171;11877;1239;8.8706;159;7;166;799;186;798;150;9679;1008;0;0
CATALUNYA;GLOBAL;2020-11-06;2020-11-12;Si;;;3002.8964;1368.6960;964;18422.0240;11441;1534;8.8023;153;8;168;782;182;781;145;9259;1261;0;0
CATALUNYA;GLOBAL;2020-11-06;2020-11-12;No;456.048;0.792897;575.1670;230.0151;17808;2760.8016;154223;59521;9.0124;1653;323;315;10152;7656;10581;7614;144493;57395;0;0
CATALUNYA;GLOBAL;2020-11-06;2020-11-12;--;;;0.0000;0.0000;441;0.0000;3624;295;8.4040;99;15;0;297;144;260;57;3486;286;0;0
CATALUNYA;GLOBAL;2020-11-05;2020-11-11;--;;;0.0000;0.0000;504;0.0000;3979;293;8.6545;105;16;0;341;163;298;59;3839;286;0;0
CATALUNYA;GLOBAL;2020-11-05;2020-11-11;Si;;;2956.0427;1408.4507;992;19361.9377;12029;1608;8.6137;145;7;171;784;208;795;160;9754;1333;0;0
CATALUNYA;GLOBAL;2020-11-05;2020-11-11;No;492.092;0.817015;602.3043;247.8526;19189;2901.1253;163300;61308;9.2592;1682;317;324;11082;8107;11661;8029;153581;59073;0;0
CATALUNYA;GLOBAL;2020-11-04;2020-11-10;No;533.436;0.839789;635.2024;265.4060;20548;3030.5476;172185;62443;9.5610;1726;328;343;12074;8474;12824;8442;162274;60151;0;0
CATALUNYA;GLOBAL;2020-11-04;2020-11-10;--;;;0.0000;0.0000;543;0.0000;4216;290;8.5891;106;15;1;376;167;321;54;4085;281;0;0
CATALUNYA;GLOBAL;2020-11-04;2020-11-10;Si;;;2987.2785;1455.3044;1025;19780.7814;12152;1780;8.7958;164;8;161;799;226;819;178;9850;1485;0;0
CATALUNYA;GLOBAL;2020-11-03;2020-11-09;--;;;0.0000;0.0000;571;0.0000;4292;297;8.8057;111;14;1;394;177;337;56;4176;287;0;0
CATALUNYA;GLOBAL;2020-11-03;2020-11-09;Si;;;2963.1417;1463.8232;1031;19307.9850;11500;2099;8.5579;179;8;165;780;251;756;187;9264;1755;0;0
CATALUNYA;GLOBAL;2020-11-03;2020-11-09;No;576.143;0.863277;667.3900;286.9635;22217;3124.5660;179282;62625;9.9778;1757;302;348;13223;8994;14028;8896;169336;60413;0;0
CATALUNYA;GLOBAL;2020-11-02;2020-11-08;No;616.212;0.881859;698.7639;311.2592;24098;3167.9651;183105;62162;10.4019;1829;316;346;14613;9485;15027;9246;173360;59991;0;0
CATALUNYA;GLOBAL;2020-11-02;2020-11-08;--;;;0.0000;0.0000;605;0.0000;4434;291;8.9150;118;17;2;420;185;354;56;4317;282;0;0
CATALUNYA;GLOBAL;2020-11-02;2020-11-08;Si;;;3042.6510;1566.0495;1103;18687.5283;10809;2353;9.7825;194;7;161;823;280;833;215;8792;1921;0;0
CATALUNYA;GLOBAL;2020-11-01;2020-11-07;Si;;;3093.7641;1627.1013;1146;18860.7451;10920;2364;9.9473;196;7;152;864;282;854;221;8878;1929;0;0
CATALUNYA;GLOBAL;2020-11-01;2020-11-07;No;640.931;0.900131;712.0420;319.6807;24750;3209.8917;186937;61576;10.4964;1847;315;341;15202;9548;15558;9265;177064;59427;0;0
CATALUNYA;GLOBAL;2020-11-01;2020-11-07;--;;;0.0000;0.0000;625;0.0000;4475;284;9.0183;120;16;2;434;191;364;54;4360;275;0;0
CATALUNYA;GLOBAL;2020-10-31;2020-11-06;--;;;0.0000;0.0000;628;0.0000;4623;280;8.7302;121;15;2;434;194;366;52;4517;271;0;0
CATALUNYA;GLOBAL;2020-10-31;2020-11-06;Si;;;3038.3916;1575.9881;1110;19449.9659;11273;2426;9.3700;197;7;163;816;294;818;229;9181;1993;0;0
CATALUNYA;GLOBAL;2020-10-31;2020-11-06;No;668.283;0.922925;724.0930;329.6522;25522;3270.9992;192170;61074;10.6508;1863;296;337;15949;9573;16393;9289;182216;58911;0;0
CATALUNYA;GLOBAL;2020-10-30;2020-11-05;No;707.031;0.944265;748.7633;345.1518;26722;3335.2583;199704;58515;10.9076;1881;309;343;17145;9577;17603;9280;189917;56545;0;0
CATALUNYA;GLOBAL;2020-10-30;2020-11-05;--;;;0.0000;0.0000;649;0.0000;4849;263;8.5132;120;17;2;453;196;377;49;4751;253;0;0
CATALUNYA;GLOBAL;2020-10-30;2020-11-05;Si;;;3147.7169;1634.2003;1151;20120.1158;11699;2472;9.2597;208;6;167;857;294;850;232;9669;2016;0;0
CATALUNYA;GLOBAL;2020-10-29;2020-11-04;--;;;0.0000;0.0000;644;0.0000;4860;243;8.4234;121;23;2;451;193;374;47;4763;235;0;0
CATALUNYA;GLOBAL;2020-10-29;2020-11-04;Si;;;3316.6742;1547.5920;1090;19330.7019;11211;2404;8.9158;208;9;149;803;287;777;218;9208;1952;0;0
CATALUNYA;GLOBAL;2020-10-29;2020-11-04;No;733.942;0.951004;771.7545;354.4516;27442;3389.6234;207367;55061;11.0435;1944;362;319;18032;9410;18605;9099;197541;53321;0;0
CATALUNYA;GLOBAL;2020-10-28;2020-11-03;No;756.481;0.953713;793.1957;369.7963;28630;3407.2026;212692;51097;11.3400;1943;353;301;19397;9233;19805;8848;203130;49542;0;0
CATALUNYA;GLOBAL;2020-10-28;2020-11-03;--;;;0.0000;0.0000;671;0.0000;4846;227;8.5341;125;22;1;469;202;377;48;4757;223;0;0
CATALUNYA;GLOBAL;2020-10-28;2020-11-03;Si;;;3505.5088;1531.9741;1079;18582.4625;10770;2318;9.0373;181;10;145;795;284;774;207;8948;1907;0;0
CATALUNYA;GLOBAL;2020-10-27;2020-11-02;Si;;;3535.3248;1499.3184;1056;19207.1785;11659;1869;8.7236;169;14;129;820;236;810;179;9798;1539;0;0
CATALUNYA;GLOBAL;2020-10-27;2020-11-02;No;769.507;0.959186;802.2501;380.4265;29453;3418.9307;219079;45618;11.5878;1974;372;286;20689;8764;21183;8255;209821;44221;0;0
CATALUNYA;GLOBAL;2020-10-27;2020-11-02;--;;;0.0000;0.0000;673;0.0000;4941;193;8.6706;120;20;1;485;188;392;45;4849;191;0;0
CATALUNYA;GLOBAL;2020-10-26;2020-11-01;--;;;0.0000;0.0000;707;0.0000;5097;160;8.9624;123;15;1;532;175;425;38;5009;157;0;0
CATALUNYA;GLOBAL;2020-10-26;2020-11-01;Si;;;3494.1503;1476.6015;1040;18938.8346;11916;1423;8.9580;168;15;123;856;184;874;137;10085;1201;0;0
CATALUNYA;GLOBAL;2020-10-26;2020-11-01;No;775.472;0.970857;798.7497;387.5047;30001;3426.5255;225166;40119;11.6986;1954;369;281;21916;8085;22208;7618;216015;38939;0;0
CATALUNYA;GLOBAL;2020-10-25;2020-10-31;No;795.099;0.993758;800.0931;392.3612;30377;3439.3386;226545;39732;11.8499;1959;367;267;22390;7987;22815;7525;217463;38573;0;0
CATALUNYA;GLOBAL;2020-10-25;2020-10-31;--;;;0.0000;0.0000;703;0.0000;5072;156;9.0130;128;17;2;534;169;425;38;4984;153;0;0
CATALUNYA;GLOBAL;2020-10-25;2020-10-31;Si;;;3430.2589;1466.6628;1033;19160.3248;12096;1399;8.8580;180;15;113;845;188;874;139;10253;1183;0;0
CATALUNYA;GLOBAL;2020-10-24;2020-10-30;--;;;0.0000;0.0000;712;0.0000;4868;148;9.4416;120;18;2;545;167;430;35;4780;145;0;0
CATALUNYA;GLOBAL;2020-10-24;2020-10-30;Si;;;3336.5515;1462.4034;1030;19316.5038;12318;1287;8.8966;173;13;95;852;178;886;138;10442;1068;0;0
CATALUNYA;GLOBAL;2020-10-24;2020-10-30;No;837.505;1.05397;794.6165;394.4408;30538;3402.5010;224919;38506;12.0102;1954;365;252;22743;7795;23097;7327;215913;37404;0;0
CATALUNYA;GLOBAL;2020-10-23;2020-10-29;No;911.436;1.16117;784.9292;403.6114;31248;3352.3725;225817;33727;12.3550;1917;346;236;23911;7337;24055;6829;217160;32811;0;0
CATALUNYA;GLOBAL;2020-10-23;2020-10-29;--;;;0.0000;0.0000;729;0.0000;4708;124;10.0316;118;20;2;566;163;445;31;4623;122;0;0
CATALUNYA;GLOBAL;2020-10-23;2020-10-29;Si;;;3200.2498;1513.5165;1066;18471.7174;12197;813;10.1419;166;13;79;913;153;974;127;10184;672;0;0
CATALUNYA;GLOBAL;2020-10-22;2020-10-28;--;;;0.0000;0.0000;736;0.0000;4705;108;10.2662;121;16;2;593;143;459;27;4628;106;0;0
CATALUNYA;GLOBAL;2020-10-22;2020-10-28;Si;;;3174.6933;1769.0822;1246;18311.2789;12176;721;12.1792;169;10;81;1097;149;1195;129;10271;600;0;0
CATALUNYA;GLOBAL;2020-10-22;2020-10-28;No;967.796;1.25134;773.4078;417.3028;32308;3311.0529;226986;29359;12.8623;1849;287;225;25390;6918;25436;6326;218358;28580;0;0
CATALUNYA;GLOBAL;2020-10-21;2020-10-27;--;;;0.0000;0.0000;719;0.0000;4592;90;10.7873;119;16;2;599;120;472;24;4510;88;0;0
CATALUNYA;GLOBAL;2020-10-21;2020-10-27;Si;;;3099.4434;1973.5347;1390;18579.6228;12599;487;12.9250;169;11;71;1233;157;1280;138;10564;407;0;0
CATALUNYA;GLOBAL;2020-10-21;2020-10-27;No;991.539;1.31566;753.6457;423.3993;32780;3290.1671;230139;24589;13.1847;1816;280;209;26578;6202;26796;5555;221394;23974;0;0
CATALUNYA;GLOBAL;2020-10-20;2020-10-26;No;992.835;1.36213;728.8850;421.8235;32658;3201.8448;228196;19694;13.4561;1695;261;196;27391;5267;27476;4649;219514;19225;0;0
CATALUNYA;GLOBAL;2020-10-20;2020-10-26;--;;;0.0000;0.0000;709;0.0000;4485;72;10.8531;119;18;2;609;100;469;17;4408;70;0;0
CATALUNYA;GLOBAL;2020-10-20;2020-10-26;Si;;;2852.3966;2036.0063;1434;17646.8082;12020;409;13.5335;163;7;63;1279;155;1285;126;10083;343;0;0
CATALUNYA;GLOBAL;2020-10-19;2020-10-25;--;;;0.0000;0.0000;662;0.0000;4349;48;10.5458;113;23;1;595;67;447;9;4277;47;0;0
CATALUNYA;GLOBAL;2020-10-19;2020-10-25;Si;;;2619.5479;2017.5488;1421;17568.7187;12038;336;13.0021;144;8;64;1283;138;1230;110;10021;285;0;0
CATALUNYA;GLOBAL;2020-10-19;2020-10-25;No;943.956;1.41791;665.7367;411.2450;31839;3108.2526;226891;13753;13.2802;1653;244;173;28089;3750;27581;3212;218471;13400;0;0
CATALUNYA;GLOBAL;2020-10-18;2020-10-24;No;970.702;1.48157;655.1840;407.7318;31567;3095.7108;227047;12626;13.0730;1604;234;170;28181;3386;27285;2903;218617;12301;0;0
CATALUNYA;GLOBAL;2020-10-18;2020-10-24;--;;;0.0000;0.0000;664;0.0000;4445;44;10.2582;108;22;0;598;66;445;8;4373;43;0;0
CATALUNYA;GLOBAL;2020-10-18;2020-10-24;Si;;;2599.6706;1963.5960;1383;17047.6487;11712;295;13.0578;129;8;61;1263;120;1213;92;9744;250;0;0
CATALUNYA;GLOBAL;2020-10-17;2020-10-23;--;;;0.0000;0.0000;657;0.0000;4456;45;10.2935;107;20;0;599;58;448;8;4386;44;0;0
CATALUNYA;GLOBAL;2020-10-17;2020-10-23;Si;;;2488.9254;1874.1481;1320;15616.4811;10747;252;13.4098;121;8;59;1209;111;1145;82;8932;218;0;0
CATALUNYA;GLOBAL;2020-10-17;2020-10-23;No;1045.32;1.63471;639.4519;400.1757;30982;3085.9719;227576;11343;12.8268;1546;224;166;27988;2994;26997;2556;219333;11068;0;0
CATALUNYA;GLOBAL;2020-10-16;2020-10-22;--;;;0.0000;0.0000;620;0.0000;4422;36;10.0182;105;18;0;578;42;435;5;4357;35;0;0
CATALUNYA;GLOBAL;2020-10-16;2020-10-22;Si;;;2256.0767;1686.7333;1188;14509.0299;10052;167;12.5246;116;7;61;1096;92;1025;59;8505;150;0;0
CATALUNYA;GLOBAL;2020-10-16;2020-10-22;No;986.259;1.62899;605.4430;381.3177;29522;2984.5652;223572;7496;12.6444;1480;212;149;27406;2116;26516;1661;215533;7309;0;0
CATALUNYA;GLOBAL;2020-10-15;2020-10-21;No;914.347;1.6179;565.1438;356.1049;27570;2887.0206;219391;4125;12.1891;1424;193;138;26273;1297;25383;914;211723;4019;0;0
CATALUNYA;GLOBAL;2020-10-15;2020-10-21;--;;;0.0000;0.0000;597;0.0000;4206;21;10.3125;107;16;0;567;30;426;3;4139;21;0;0
CATALUNYA;GLOBAL;2020-10-15;2020-10-21;Si;;;1966.4357;1405.6110;990;13867.2762;9696;71;9.8851;111;7;57;935;55;785;32;8199;66;0;0
CATALUNYA;GLOBAL;2020-10-14;2020-10-20;--;;;0.0000;0.0000;543;0.0000;4008;11;9.7345;98;16;0;527;16;385;0;3944;11;0;0
CATALUNYA;GLOBAL;2020-10-14;2020-10-20;Si;;;1620.0022;1125.9086;793;12332.4625;8665;21;8.9048;111;5;58;771;22;656;5;7406;17;0;0
CATALUNYA;GLOBAL;2020-10-14;2020-10-20;No;818.807;1.5749;519.9106;330.2463;25568;2732.6697;209796;1770;11.7283;1335;182;123;24864;704;23601;394;202878;1713;0;0
CATALUNYA;GLOBAL;2020-10-13;2020-10-19;No;733.752;1.54361;475.3491;307.0614;23773;2560.3780;197611;616;11.1318;1303;171;112;23397;376;21227;136;191319;591;0;0
